percentage of times the Resistance Win
each row is the average of 10 rounds of 100 games
min,max,avg
players =  5
0.02,0.09,0.059
players =  6
0.02,0.1,0.06
players =  7
0.01,0.05,0.023
players =  8
0,0.06,0.021
players =  9
0.01,0.07,0.038
players =  10
0,0.04,0.014
