percentage of times the Resistance Win
each row is the average of 10 rounds of 100 games
min,max,avg
players =  5
0.15,0.34,0.258
players =  6
0.03,0.14,0.081
players =  7
0.07,0.16,0.112
players =  8
0.01,0.1,0.05
players =  9
0.1,0.23,0.177
players =  10
0.12,0.26,0.199
