percentage of times the Resistance Win
each row is the average of 10 rounds of 100 games
min,max,avg
players =  5
0.5,0.64,0.568
players =  6
0.46,0.64,0.565
players =  7
0.42,0.66,0.558
players =  8
0.42,0.52,0.462
players =  9
0.51,0.62,0.579
players =  10
0.3,0.54,0.435
