percentage of times the Resistance Win
each row is the average of 10 rounds of 100 games
min,max,avg
players =  5
0.05,0.13,0.094
players =  6
0.02,0.08,0.052
players =  7
0.02,0.07,0.048
players =  8
0.01,0.05,0.021
players =  9
0.03,0.09,0.064
players =  10
0.01,0.04,0.025
